numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
,Pascal Fontaine,,,,,,,,,,,,0, -      ,0,
